400	0.019283
401	0.019279
402	0.019276
403	0.019277
404	0.019285
405	0.0193
406	0.019281
407	0.019263
408	0.01925
409	0.019232
410	0.01921
411	0.019195
412	0.019183
413	0.019172
414	0.019168
415	0.019165
416	0.019163
417	0.019165
418	0.019162
419	0.019161
420	0.019149
421	0.019139
422	0.019129
423	0.019112
424	0.019109
425	0.019105
426	0.019094
427	0.019076
428	0.019068
429	0.019057
430	0.019034
431	0.019015
432	0.018992
433	0.018979
434	0.018964
435	0.018956
436	0.018948
437	0.018945
438	0.018942
439	0.018944
440	0.018951
441	0.01897
442	0.018997
443	0.01903
444	0.019067
445	0.019115
446	0.019172
447	0.019235
448	0.019313
449	0.019414
450	0.019533
451	0.019669
452	0.019825
453	0.019988
454	0.020153
455	0.02032
456	0.020489
457	0.02067
458	0.020838
459	0.020999
460	0.021145
461	0.021285
462	0.021408
463	0.021517
464	0.021637
465	0.021759
466	0.021873
467	0.021981
468	0.022073
469	0.02217
470	0.022261
471	0.022334
472	0.022399
473	0.02247
474	0.022532
475	0.022594
476	0.022657
477	0.022745
478	0.022826
479	0.022913
480	0.023009
481	0.023139
482	0.023288
483	0.023458
484	0.02366
485	0.0239
486	0.024178
487	0.024495
488	0.024867
489	0.025292
490	0.02576
491	0.026276
492	0.026847
493	0.02749
494	0.028181
495	0.028949
496	0.029788
497	0.03071
498	0.031726
499	0.032818
500	0.034015
501	0.035309
502	0.036697
503	0.038206
504	0.039821
505	0.041552
506	0.043413
507	0.045405
508	0.04753
509	0.049784
510	0.052183
511	0.054742
512	0.057452
513	0.060315
514	0.063322
515	0.066454
516	0.069692
517	0.073026
518	0.076419
519	0.07986
520	0.083308
521	0.086747
522	0.090145
523	0.093458
524	0.096613
525	0.099608
526	0.1024
527	0.10495
528	0.10724
529	0.10927
530	0.11106
531	0.11259
532	0.11387
533	0.11489
534	0.11569
535	0.11627
536	0.11667
537	0.11689
538	0.117
539	0.11698
540	0.11687
541	0.1167
542	0.11647
543	0.11625
544	0.11603
545	0.11582
546	0.11563
547	0.11545
548	0.11527
549	0.11505
550	0.11481
551	0.1145
552	0.11414
553	0.11365
554	0.11309
555	0.11241
556	0.11162
557	0.11072
558	0.10972
559	0.10862
560	0.10744
561	0.10615
562	0.10477
563	0.10328
564	0.10171
565	0.1
566	0.098227
567	0.096366
568	0.094463
569	0.092498
570	0.090537
571	0.088591
572	0.086691
573	0.084854
574	0.083102
575	0.081441
576	0.079882
577	0.078406
578	0.077037
579	0.07574
580	0.074525
581	0.07335
582	0.072242
583	0.071212
584	0.070236
585	0.069304
586	0.068451
587	0.06765
588	0.066913
589	0.066217
590	0.065594
591	0.065017
592	0.064488
593	0.064
594	0.063558
595	0.06315
596	0.062763
597	0.062371
598	0.061997
599	0.061614
600	0.061212
601	0.060774
602	0.060308
603	0.059821
604	0.059278
605	0.058692
606	0.058062
607	0.057377
608	0.05666
609	0.055901
610	0.055139
611	0.054376
612	0.053597
613	0.052804
614	0.052015
615	0.051264
616	0.05054
617	0.049843
618	0.049186
619	0.048603
620	0.048085
621	0.047613
622	0.047206
623	0.046852
624	0.046546
625	0.046292
626	0.046077
627	0.045915
628	0.045771
629	0.045645
630	0.045501
631	0.045342
632	0.045135
633	0.044862
634	0.044513
635	0.044079
636	0.043556
637	0.042922
638	0.042218
639	0.041425
640	0.040585
641	0.039693
642	0.038774
643	0.037841
644	0.036915
645	0.036
646	0.035128
647	0.03432
648	0.033566
649	0.032916
650	0.032325
651	0.031821
652	0.03135
653	0.030905
654	0.030448
655	0.029958
656	0.029424
657	0.028819
658	0.028164
659	0.02744
660	0.026683
661	0.025873
662	0.025077
663	0.024285
664	0.023539
665	0.022832
666	0.022176
667	0.021627
668	0.021132
669	0.02073
670	0.020371
671	0.020099
672	0.019866
673	0.019694
674	0.019546
675	0.019458
676	0.019387
677	0.01939
678	0.019429
679	0.019583
680	0.019803
681	0.02025
682	0.02082
683	0.021684
684	0.022764
685	0.024242
686	0.02602
687	0.028214
688	0.030822
689	0.033936
690	0.037531
691	0.04163
692	0.046254
693	0.051428
694	0.057105
695	0.063182
696	0.069722
697	0.076624
698	0.083904
699	0.091399
700	0.099159
701	0.10705
702	0.11506
703	0.12311
704	0.13119
705	0.13926
706	0.14734
707	0.1554
708	0.16349
709	0.17162
710	0.17981
711	0.18803
712	0.19634
713	0.20475
714	0.21327
715	0.22188
716	0.23062
717	0.23946
718	0.24838
