0.000000 0.000000 1.000000 
10.000000 0.000000 1.000433 
10.000000 10.000000 1.000435 
10.000000 20.000000 1.000440 
10.000000 30.000000 1.000447 
10.000000 40.000000 1.000458 
10.000000 50.000000 1.000471 
10.000000 60.000000 1.000486 
10.000000 70.000000 1.000502 
10.000000 80.000000 1.000520 
10.000000 90.000000 1.000538 
10.000000 100.000000 1.000557 
10.000000 110.000000 1.000574 
10.000000 120.000000 1.000591 
10.000000 130.000000 1.000606 
10.000000 140.000000 1.000619 
10.000000 150.000000 1.000630 
10.000000 160.000000 1.000638 
10.000000 170.000000 1.000642 
10.000000 180.000000 1.000644 
10.000000 190.000000 1.000642 
10.000000 200.000000 1.000638 
10.000000 210.000000 1.000630 
10.000000 220.000000 1.000619 
10.000000 230.000000 1.000606 
10.000000 240.000000 1.000591 
10.000000 250.000000 1.000575 
10.000000 260.000000 1.000557 
10.000000 270.000000 1.000539 
10.000000 280.000000 1.000520 
10.000000 290.000000 1.000502 
10.000000 300.000000 1.000486 
10.000000 310.000000 1.000471 
10.000000 320.000000 1.000458 
10.000000 330.000000 1.000447 
10.000000 340.000000 1.000440 
10.000000 350.000000 1.000435 
20.000000 0.000000 0.982593 
20.000000 10.000000 0.982597 
20.000000 20.000000 0.982606 
20.000000 30.000000 0.982621 
20.000000 40.000000 0.982642 
20.000000 50.000000 0.982668 
20.000000 60.000000 0.982697 
20.000000 70.000000 0.982730 
20.000000 80.000000 0.982765 
20.000000 90.000000 0.982801 
20.000000 100.000000 0.982837 
20.000000 110.000000 0.982872 
20.000000 120.000000 0.982904 
20.000000 130.000000 0.982934 
20.000000 140.000000 0.982960 
20.000000 150.000000 0.982980 
20.000000 160.000000 0.982996 
20.000000 170.000000 0.983005 
20.000000 180.000000 0.983008 
20.000000 190.000000 0.983005 
20.000000 200.000000 0.982996 
20.000000 210.000000 0.982980 
20.000000 220.000000 0.982960 
20.000000 230.000000 0.982934 
20.000000 240.000000 0.982905 
20.000000 250.000000 0.982872 
20.000000 260.000000 0.982837 
20.000000 270.000000 0.982801 
20.000000 280.000000 0.982765 
20.000000 290.000000 0.982730 
20.000000 300.000000 0.982697 
20.000000 310.000000 0.982667 
20.000000 320.000000 0.982642 
20.000000 330.000000 0.982621 
20.000000 340.000000 0.982606 
20.000000 350.000000 0.982596 
30.000000 0.000000 0.947472 
30.000000 10.000000 0.947476 
30.000000 20.000000 0.947490 
30.000000 30.000000 0.947512 
30.000000 40.000000 0.947543 
30.000000 50.000000 0.947580 
30.000000 60.000000 0.947623 
30.000000 70.000000 0.947671 
30.000000 80.000000 0.947722 
30.000000 90.000000 0.947775 
30.000000 100.000000 0.947828 
30.000000 110.000000 0.947879 
30.000000 120.000000 0.947927 
30.000000 130.000000 0.947970 
30.000000 140.000000 0.948007 
30.000000 150.000000 0.948038 
30.000000 160.000000 0.948060 
30.000000 170.000000 0.948074 
30.000000 180.000000 0.948079 
30.000000 190.000000 0.948074 
30.000000 200.000000 0.948060 
30.000000 210.000000 0.948038 
30.000000 220.000000 0.948008 
30.000000 230.000000 0.947970 
30.000000 240.000000 0.947927 
30.000000 250.000000 0.947879 
30.000000 260.000000 0.947828 
30.000000 270.000000 0.947775 
30.000000 280.000000 0.947723 
30.000000 290.000000 0.947672 
30.000000 300.000000 0.947624 
30.000000 310.000000 0.947580 
30.000000 320.000000 0.947543 
30.000000 330.000000 0.947513 
30.000000 340.000000 0.947490 
30.000000 350.000000 0.947477 
40.000000 0.000000 0.895456 
40.000000 10.000000 0.895462 
40.000000 20.000000 0.895480 
40.000000 30.000000 0.895508 
40.000000 40.000000 0.895547 
40.000000 50.000000 0.895595 
40.000000 60.000000 0.895651 
40.000000 70.000000 0.895713 
40.000000 80.000000 0.895778 
40.000000 90.000000 0.895846 
40.000000 100.000000 0.895914 
40.000000 110.000000 0.895979 
40.000000 120.000000 0.896041 
40.000000 130.000000 0.896097 
40.000000 140.000000 0.896145 
40.000000 150.000000 0.896184 
40.000000 160.000000 0.896212 
40.000000 170.000000 0.896230 
40.000000 180.000000 0.896236 
40.000000 190.000000 0.896230 
40.000000 200.000000 0.896212 
40.000000 210.000000 0.896184 
40.000000 220.000000 0.896145 
40.000000 230.000000 0.896097 
40.000000 240.000000 0.896041 
40.000000 250.000000 0.895979 
40.000000 260.000000 0.895914 
40.000000 270.000000 0.895846 
40.000000 280.000000 0.895778 
40.000000 290.000000 0.895712 
40.000000 300.000000 0.895651 
40.000000 310.000000 0.895595 
40.000000 320.000000 0.895547 
40.000000 330.000000 0.895508 
40.000000 340.000000 0.895479 
40.000000 350.000000 0.895462 
50.000000 0.000000 0.827816 
50.000000 10.000000 0.827823 
50.000000 20.000000 0.827844 
50.000000 30.000000 0.827878 
50.000000 40.000000 0.827925 
50.000000 50.000000 0.827982 
50.000000 60.000000 0.828048 
50.000000 70.000000 0.828122 
50.000000 80.000000 0.828200 
50.000000 90.000000 0.828281 
50.000000 100.000000 0.828361 
50.000000 110.000000 0.828440 
50.000000 120.000000 0.828513 
50.000000 130.000000 0.828579 
50.000000 140.000000 0.828637 
50.000000 150.000000 0.828683 
50.000000 160.000000 0.828717 
50.000000 170.000000 0.828738 
50.000000 180.000000 0.828745 
50.000000 190.000000 0.828738 
50.000000 200.000000 0.828717 
50.000000 210.000000 0.828683 
50.000000 220.000000 0.828637 
50.000000 230.000000 0.828579 
50.000000 240.000000 0.828513 
50.000000 250.000000 0.828440 
50.000000 260.000000 0.828361 
50.000000 270.000000 0.828281 
50.000000 280.000000 0.828200 
50.000000 290.000000 0.828122 
50.000000 300.000000 0.828048 
50.000000 310.000000 0.827982 
50.000000 320.000000 0.827925 
