 0.0  0.0  0.0 1.158482
 0.0  0.0 10.0 1.158482
 0.0  0.0 20.0 1.158482
 0.0  0.0 30.0 1.158482
 0.0  0.0 40.0 1.158482
 0.0  0.0 50.0 1.158482
 0.0  0.0 60.0 1.158482
 0.0  0.0 70.0 1.158482
 0.0  0.0 80.0 1.158482
 0.0  0.0 90.0 1.158482
 0.0  0.0 100.0 1.158482
 0.0  0.0 110.0 1.158482
 0.0  0.0 120.0 1.158482
 0.0  0.0 130.0 1.158482
 0.0  0.0 140.0 1.158482
 0.0  0.0 150.0 1.158482
 0.0  0.0 160.0 1.158482
 0.0  0.0 170.0 1.158482
 0.0  0.0 180.0 1.158482
 0.0 10.0  0.0 1.091964
 0.0 10.0 10.0 1.091964
 0.0 10.0 20.0 1.091964
 0.0 10.0 30.0 1.091964
 0.0 10.0 40.0 1.091964
 0.0 10.0 50.0 1.091964
 0.0 10.0 60.0 1.091964
 0.0 10.0 70.0 1.091964
 0.0 10.0 80.0 1.091964
 0.0 10.0 90.0 1.091964
 0.0 10.0 100.0 1.091964
 0.0 10.0 110.0 1.091964
 0.0 10.0 120.0 1.091964
 0.0 10.0 130.0 1.091964
 0.0 10.0 140.0 1.091964
 0.0 10.0 150.0 1.091964
 0.0 10.0 160.0 1.091964
 0.0 10.0 170.0 1.091964
 0.0 10.0 180.0 1.091964
 0.0 20.0  0.0 1.033036
 0.0 20.0 10.0 1.033036
 0.0 20.0 20.0 1.033036
 0.0 20.0 30.0 1.033036
 0.0 20.0 40.0 1.033036
 0.0 20.0 50.0 1.033036
 0.0 20.0 60.0 1.033036
 0.0 20.0 70.0 1.033036
 0.0 20.0 80.0 1.033036
 0.0 20.0 90.0 1.033036
 0.0 20.0 100.0 1.033036
 0.0 20.0 110.0 1.033036
 0.0 20.0 120.0 1.033036
 0.0 20.0 130.0 1.033036
 0.0 20.0 140.0 1.033036
 0.0 20.0 150.0 1.033036
 0.0 20.0 160.0 1.033036
 0.0 20.0 170.0 1.033036
 0.0 20.0 180.0 1.033036
 0.0 30.0  0.0 0.972321
 0.0 30.0 10.0 0.972321
 0.0 30.0 20.0 0.972321
 0.0 30.0 30.0 0.972321
 0.0 30.0 40.0 0.972321
 0.0 30.0 50.0 0.972321
 0.0 30.0 60.0 0.972321
 0.0 30.0 70.0 0.972321
 0.0 30.0 80.0 0.972321
 0.0 30.0 90.0 0.972321
 0.0 30.0 100.0 0.972321
 0.0 30.0 110.0 0.972321
 0.0 30.0 120.0 0.972321
 0.0 30.0 130.0 0.972321
 0.0 30.0 140.0 0.972321
 0.0 30.0 150.0 0.972321
 0.0 30.0 160.0 0.972321
 0.0 30.0 170.0 0.972321
 0.0 30.0 180.0 0.972321
 0.0 40.0  0.0 0.907589
 0.0 40.0 10.0 0.907589
 0.0 40.0 20.0 0.907589
 0.0 40.0 30.0 0.907589
 0.0 40.0 40.0 0.907589
 0.0 40.0 50.0 0.907589
 0.0 40.0 60.0 0.907589
 0.0 40.0 70.0 0.907589
 0.0 40.0 80.0 0.907589
 0.0 40.0 90.0 0.907589
 0.0 40.0 100.0 0.907589
 0.0 40.0 110.0 0.907589
 0.0 40.0 120.0 0.907589
 0.0 40.0 130.0 0.907589
 0.0 40.0 140.0 0.907589
 0.0 40.0 150.0 0.907589
 0.0 40.0 160.0 0.907589
 0.0 40.0 170.0 0.907589
