     0.200000    0.0200000    0.0182662
     0.200000    0.0400000    0.0365324
     0.200000    0.0600000    0.0547986
     0.200000    0.0800000    0.0730648
     0.200000     0.100000    0.0913310
     0.200000     0.120000     0.109597
     0.200000     0.140000     0.127863
     0.200000     0.160000     0.110306
     0.200000     0.180000     0.129060
     0.200000     0.200000     0.136197
     0.200000     0.220000     0.142689
     0.200000     0.240000     0.154094
     0.200000     0.260000     0.161347
     0.200000     0.280000     0.170121
     0.200000     0.300000     0.179112
     0.200000     0.320000     0.188362
     0.200000     0.340000     0.198584
     0.200000     0.360000     0.209897
     0.200000     0.380000     0.221149
     0.200000     0.400000     0.232337
     0.200000     0.420000     0.242146
     0.200000     0.440000     0.253198
     0.200000     0.460000     0.264176
     0.200000     0.480000     0.275078
     0.200000     0.500000     0.284289
     0.200000     0.520000     0.295030
     0.200000     0.540000     0.305687
     0.200000     0.560000     0.314545
     0.200000     0.580000     0.325024
     0.200000     0.600000     0.333799
     0.200000     0.620000     0.342771
     0.200000     0.640000     0.352111
     0.200000     0.660000     0.361915
     0.200000     0.680000     0.371910
     0.200000     0.700000     0.381800
     0.200000     0.720000     0.391578
     0.200000     0.740000     0.401236
     0.200000     0.760000     0.410765
     0.200000     0.780000     0.420167
     0.200000     0.800000     0.429444
     0.200000     0.820000     0.438596
     0.200000     0.840000     0.447623
     0.200000     0.860000     0.456526
     0.200000     0.880000     0.465303
     0.200000     0.900000     0.473952
     0.200000     0.920000     0.482470
     0.200000     0.940000     0.490849
     0.200000     0.960000     0.509085
     0.200000     0.980000     0.517177
     0.200000      1.00000     0.525127
     0.400000    0.0200000    0.0357895
     0.400000    0.0400000    0.0604897
     0.400000    0.0600000    0.0877163
     0.400000    0.0800000     0.115005
     0.400000     0.100000     0.141436
     0.400000     0.120000     0.167628
     0.400000     0.140000     0.192774
     0.400000     0.160000     0.198365
     0.400000     0.180000     0.219899
     0.400000     0.200000     0.242340
     0.400000     0.220000     0.263201
     0.400000     0.240000     0.285081
     0.400000     0.260000     0.305034
     0.400000     0.280000     0.324549
     0.400000     0.300000     0.343802
     0.400000     0.320000     0.362115
     0.400000     0.340000     0.381914
     0.400000     0.360000     0.401583
     0.400000     0.380000     0.420769
     0.400000     0.400000     0.439448
     0.400000     0.420000     0.457628
     0.400000     0.440000     0.475308
     0.400000     0.460000     0.492475
     0.400000     0.480000     0.509090
     0.400000     0.500000     0.525133
     0.400000     0.520000     0.540611
     0.400000     0.540000     0.555522
     0.400000     0.560000     0.569839
     0.400000     0.580000     0.583558
     0.400000     0.600000     0.596687
